0	5448
1	1579
2	1078
3	599
4	581
5	422
6	436
7	384
8	308
9	306
10	273
11	229
12	211
13	208
14	203
15	149
16	167
17	206
18	199
19	201
20	194
21	259
22	312
23	280
24	299
25	215
26	226
27	173
28	187
29	160
30	171
31	200
32	193
33	183
34	173
35	177
36	170
37	157
38	132
39	129
40	140
41	135
42	166
43	147
44	124
45	138
46	130
47	119
48	131
49	157
50	132
51	112
52	143
53	117
54	110
55	107
56	109
57	109
58	118
59	115
60	104
61	120
62	90
63	81
64	81
65	81
66	85
67	90
68	76
69	87
70	62
71	76
72	51
73	56
74	56
75	52
76	52
77	35
78	45
79	35
80	40
81	58
82	47
83	39
84	45
85	30
86	38
87	42
88	34
89	25
90	30
91	27
92	17
93	25
94	17
95	23
96	27
97	15
98	30
99	35
100	16
101	17
102	18
103	15
104	18
105	14
106	11
107	15
108	8
109	11
110	12
111	8
112	13
113	12
114	5
115	10
116	9
117	13
118	8
119	7
120	15
121	11
122	12
123	8
124	8
125	5
126	3
127	5
128	7
129	5
130	8
131	4
132	4
133	7
134	5
135	3
136	3
137	2
138	4
139	2
140	1
141	6
142	3
143	2
144	3
145	1
146	3
147	3
148	5
149	2
150	5
151	4
152	3
153	2
154	2
155	2
156	2
157	2
158	2
159	4
160	3
161	3
162	6
163	1
164	1
165	2
166	7
167	2
168	2
169	4
170	2
171	4
172	2
173	1
174	0
175	4
176	4
177	1
178	0
179	1
180	1
181	0
182	0
183	3
184	4
185	1
186	1
187	1
188	1
189	1
190	4
191	1
192	1
193	1
194	1
195	1
196	1
197	1
198	1
199	0
200	0
201	1
202	3
203	0
204	2
205	3
206	0
207	2
208	0
209	1
210	1
211	2
212	1
213	3
214	1
215	1
216	1
217	3
218	1
219	0
220	0
221	1
222	0
223	3
224	0
225	0
226	0
227	0
228	1
229	0
230	4
231	1
232	0
233	0
234	0
235	0
236	1
237	0
238	1
239	0
240	0
241	2
242	1
243	0
244	1
245	0
246	0
247	1
248	0
249	0
250	0
251	1
252	0
253	0
254	0
255	0
256	0
257	0
258	1
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	2
267	1
268	0
269	2
270	0
271	0
272	0
273	0
274	0
275	2
276	1
277	2
278	1
279	1
280	1
281	1
282	0
283	0
284	0
285	0
286	0
287	1
288	0
289	1
290	0
291	0
292	0
293	0
294	0
295	0
296	1
297	0
298	0
299	0
300	0
301	0
302	1
303	0
304	0
305	1
306	0
307	0
308	0
309	0
310	0
311	1
312	0
313	0
314	0
315	1
316	0
317	0
318	0
319	0
320	1
321	0
322	0
323	0
324	0
325	1
326	1
327	1
328	0
329	0
330	0
331	1
332	1
333	1
334	0
335	1
336	1
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	1
355	1
356	0
357	0
358	0
359	0
360	0
361	1
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	1
374	0
375	0
376	0
377	0
378	0
379	1
380	0
381	1
382	0
383	0
384	0
385	0
386	0
387	2
388	1
389	0
390	1
391	0
392	0
393	0
394	0
395	1
396	0
397	1
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	1
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	1
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	1
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	1
504	0
505	1
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	1
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	1
587	0
